date,max water temperature (C),min water temperature (C),avg water temperature (C)
2007-08-06 00:00:00+00:00,,,
2007-08-07 00:00:00+00:00,,,
2007-08-08 00:00:00+00:00,,,
2007-08-09 00:00:00+00:00,,,
2007-08-10 00:00:00+00:00,,,
2007-08-11 00:00:00+00:00,,,
2007-08-12 00:00:00+00:00,,,
2007-08-13 00:00:00+00:00,,,
2007-08-14 00:00:00+00:00,,,
2007-08-15 00:00:00+00:00,,,
2007-08-16 00:00:00+00:00,,,
2007-08-17 00:00:00+00:00,,,
2007-08-18 00:00:00+00:00,,,
2007-08-19 00:00:00+00:00,,,
2007-08-20 00:00:00+00:00,,,
2007-08-21 00:00:00+00:00,,,
2007-08-22 00:00:00+00:00,,,
2007-08-23 00:00:00+00:00,,,
2007-08-24 00:00:00+00:00,,,
2007-08-25 00:00:00+00:00,,,
2007-08-26 00:00:00+00:00,,,
2007-08-27 00:00:00+00:00,,,
2007-08-28 00:00:00+00:00,,,
2007-08-29 00:00:00+00:00,,,
2007-08-30 00:00:00+00:00,,,
2007-08-31 00:00:00+00:00,,,
2007-09-01 00:00:00+00:00,,,
2007-09-02 00:00:00+00:00,,,
2007-09-03 00:00:00+00:00,,,
2007-09-04 00:00:00+00:00,,,
2007-09-05 00:00:00+00:00,,,
2007-09-06 00:00:00+00:00,,,
2007-09-07 00:00:00+00:00,,,
2007-09-08 00:00:00+00:00,,,
2007-09-09 00:00:00+00:00,,,
2007-09-10 00:00:00+00:00,,,
2007-09-11 00:00:00+00:00,,,
2007-09-12 00:00:00+00:00,,,
2007-09-13 00:00:00+00:00,,,
2007-09-14 00:00:00+00:00,,,
2007-09-15 00:00:00+00:00,,,
2007-09-16 00:00:00+00:00,,,
2007-09-17 00:00:00+00:00,,,
2007-09-18 00:00:00+00:00,,,
2007-09-19 00:00:00+00:00,,,
2007-09-20 00:00:00+00:00,,,
2007-09-21 00:00:00+00:00,,,
2007-09-22 00:00:00+00:00,,,
2007-09-23 00:00:00+00:00,,,
2007-09-24 00:00:00+00:00,,,
2007-09-25 00:00:00+00:00,,,
2007-09-26 00:00:00+00:00,,,
2007-09-27 00:00:00+00:00,,,
2007-09-28 00:00:00+00:00,,,
2007-09-29 00:00:00+00:00,,,
2007-09-30 00:00:00+00:00,13.0,9.8,11.2
2007-10-01 00:00:00+00:00,12.4,10.6,11.2
2007-10-02 00:00:00+00:00,12.7,9.7,11.1
2007-10-03 00:00:00+00:00,14.6,11.3,12.5
2007-10-04 00:00:00+00:00,14.6,11.9,13.0
2007-10-05 00:00:00+00:00,13.5,12.0,12.7
2007-10-06 00:00:00+00:00,13.0,10.4,11.6
2007-10-07 00:00:00+00:00,13.3,10.3,11.4
2007-10-08 00:00:00+00:00,14.3,10.7,12.1
2007-10-09 00:00:00+00:00,15.4,11.5,13.1
2007-10-10 00:00:00+00:00,15.0,12.6,13.5
2007-10-11 00:00:00+00:00,13.3,10.9,12.0
2007-10-12 00:00:00+00:00,12.2,10.4,11.1
2007-10-13 00:00:00+00:00,14.1,10.9,12.1
2007-10-14 00:00:00+00:00,14.5,11.3,12.6
2007-10-15 00:00:00+00:00,14.1,10.8,12.2
2007-10-16 00:00:00+00:00,14.1,11.8,12.7
2007-10-17 00:00:00+00:00,13.2,10.9,12.2
2007-10-18 00:00:00+00:00,10.9,8.7,9.8
2007-10-19 00:00:00+00:00,10.3,8.6,9.2
2007-10-20 00:00:00+00:00,10.6,9.1,10.0
2007-10-21 00:00:00+00:00,10.3,7.8,8.8
2007-10-22 00:00:00+00:00,10.5,7.2,8.5
2007-10-23 00:00:00+00:00,11.3,7.7,9.1
2007-10-24 00:00:00+00:00,12.3,8.7,10.1
2007-10-25 00:00:00+00:00,12.3,9.2,10.5
2007-10-26 00:00:00+00:00,11.1,9.0,9.8
2007-10-27 00:00:00+00:00,10.6,7.8,9.0
2007-10-28 00:00:00+00:00,10.2,7.2,8.5
2007-10-29 00:00:00+00:00,9.9,7.8,8.8
2007-10-30 00:00:00+00:00,11.2,9.1,9.9
